[-1039.4213562373095, -727.4213562373095, -448.4213562373095, -713.4213562373095, -749.4213562373095, -1133.4213562373095, -710.4213562373095, -448.4213562373095, -723.4213562373095, -749.4213562373095, -749.4213562373095, -449.4213562373095, -449.4213562373095, -449.4213562373095, -749.4213562373095, -449.4213562373095]
[-443.4213562373095, -446.4213562373095, -447.4213562373095, -450.4213562373095, -450.4213562373095, -450.4213562373095, -450.4213562373095, -448.4213562373095, -452.4213562373095, -750.4213562373095, -450.4213562373095, -448.4213562373095, -448.4213562373095, -449.4213562373095, -748.4213562373095, -448.4213562373095]
[-444.4213562373095, -443.4213562373095, -448.4213562373095, -446.4213562373095, -451.4213562373095, -447.4213562373095, -449.4213562373095, -448.4213562373095, -447.4213562373095, -450.4213562373095, -447.4213562373095, -448.4213562373095, -448.4213562373095, -450.42549221614865, -449.4213562373095, -448.4213562373095]
[-443.4213562373095, -443.4213562373095, -449.4213562373095, -707.4213562373095, -446.4213562373095, -448.4213562373095, -449.4213562373095, -448.4213562373095, -727.4213562373095, -450.4213562373095, -450.4213562373095, -449.4213562373095, -749.4213562373095, -444.4213562373095, -448.4213562373095, -447.4213562373095]
[-443.4213562373095, -443.4213562373095, -446.4213562373095, -450.4213562373095, -445.4213562373095, -451.4213562373095, -445.4213562373095, -445.4213562373095, -444.4213562373095, -445.4213562373095, -449.4213562373095, -449.4213562373095, -448.4213562373095, -449.4213562373095, -700.4213562373095, -447.4213562373095]
[-443.4213562373095, -443.4213562373095, -447.4213562373095, -445.4213562373095, -444.4213562373095, -450.4213562373095, -448.4213562373095, -443.4213562373095, -450.4213562373095, -453.4213562373095, -447.4213562373095, -444.4213562373095, -443.4213562373095, -444.4213562373095, -450.4213562373095, -445.4213562373095]
[-443.4213562373095, -443.4213562373095, -445.4213562373095, -449.4213562373095, -446.4213562373095, -743.4213562373095, -444.4213562373095, -444.4213562373095, -448.4213562373095, -446.4213562373095, -698.4213562373095, -444.4213562373095, -444.4213562373095, -444.4213562373095, -451.4213562373095, -446.4213562373095]
[-443.4213562373095, -443.4213562373095, -448.4213562373095, -445.4213562373095, -445.4213562373095, -445.4213562373095, -443.4213562373095, -447.4213562373095, -444.4213562373095, -446.4213562373095, -448.4213562373095, -445.4213562373095, -748.4213562373095, -449.4213562373095, -450.4213562373095, -449.4213562373095]
[-443.4213562373095, -443.4213562373095, -444.4213562373095, -444.4213562373095, -446.4213562373095, -444.4213562373095, -447.4213562373095, -449.4213562373095, -749.4213562373095, -452.4213562373095, -444.4213562373095, -446.4213562373095, -445.4213562373095, -447.4223199656056, -448.4213562373095, -449.4213562373095]
[-443.4213562373095, -442.4213562373095, -445.4213562373095, -445.4213562373095, -443.4213562373095, -443.4213562373095, -450.4213562373095, -443.4213562373095, -446.4213562373095, -447.4213562373095, -447.4213562373095, -450.4213562373095, -443.4213562373095, -449.4213562373095, -444.4213562373095, -691.4213562373095]
